Image,target
"[[[ 43  34  25]
  [ 42  33  24]
  [ 41  32  23]
  ...
  [  3   3   3]
  [  2   2   2]
  [  2   2   2]]

 [[ 66  31  25]
  [ 65  30  24]
  [ 64  29  23]
  ...
  [  3   3   3]
  [  2   2   2]
  [  2   2   2]]

 [[ 64  56  33]
  [ 65  57  34]
  [ 66  58  35]
  ...
  [  3   3   3]
  [  2   2   2]
  [  2   2   2]]

 ...

 [[252 114  77]
  [252 114  77]
  [252 114  77]
  ...
  [212  76  24]
  [246  99  56]
  [239  92  49]]

 [[251 110  80]
  [252 111  81]
  [252 111  81]
  ...
  [252 121  77]
  [255 119  77]
  [254 117  75]]

 [[251 107  81]
  [252 108  82]
  [253 109  83]
  ...
  [255 118  74]
  [255 118  79]
  [254 116  77]]]",sattriya
"[[[ 11  21  12]
  [  1  11   3]
  [  0   7   2]
  ...
  [  0   0   0]
  [  1   1   1]
  [  6   6   6]]

 [[ 11  16   9]
  [  2   7   1]
  [  0   4   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  5   5   5]]

 [[ 12  11   6]
  [  4   3   0]
  [  2   1   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  5   5   5]]

 ...

 [[180 141 160]
  [170 136 134]
  [166 133 144]
  ...
  [154 114 122]
  [146 109 116]
  [146 111 117]]

 [[173 147 156]
  [176 149 158]
  [170 141 146]
  ...
  [150 108 118]
  [160 120 129]
  [151 120 126]]

 [[182 156 165]
  [177 150 159]
  [177 148 153]
  ...
  [165 123 133]
  [169 129 138]
  [161 130 136]]]",mohiniyattam
"[[[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[17  2  0]
  [19  4  0]
  [18  3  0]
  ...
  [24  7  0]
  [24  7  0]
  [23  6  0]]

 [[21  6  1]
  [23  8  3]
  [23  8  3]
  ...
  [25  8  1]
  [25  8  1]
  [24  7  0]]

 [[23  8  3]
  [25 10  5]
  [26 11  6]
  ...
  [26  9  2]
  [26  9  2]
  [25  8  1]]]",kathak
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]]",kuchipudi
"[[[10 13 22]
  [10 13 22]
  [12 12 22]
  ...
  [20 22 21]
  [17 16 24]
  [ 2 11 20]]

 [[ 6 10 21]
  [ 5  9 20]
  [ 5  9 20]
  ...
  [23 23 31]
  [22 21 27]
  [ 5  9 20]]

 [[ 4  8 19]
  [ 6 10 21]
  [ 3  7 18]
  ...
  [29 31 28]
  [33 33 33]
  [ 5  9 20]]

 ...

 [[ 6 10 21]
  [ 6 10 21]
  [ 4  8 19]
  ...
  [13 13 25]
  [ 8 12 23]
  [ 6 10 21]]

 [[ 5  9 20]
  [ 5  9 20]
  [ 5  9 20]
  ...
  [ 6 10 21]
  [ 5  9 20]
  [ 5  9 20]]

 [[ 5  9 20]
  [ 5  9 20]
  [ 5  9 20]
  ...
  [ 7 11 22]
  [ 5  9 20]
  [ 3  7 18]]]",mohiniyattam
"[[[ 29  31  46]
  [ 30  32  47]
  [ 29  31  46]
  ...
  [ 29  31  46]
  [ 27  29  44]
  [ 26  28  43]]

 [[ 30  32  47]
  [ 32  34  49]
  [ 31  33  48]
  ...
  [ 31  33  48]
  [ 31  33  48]
  [ 28  30  45]]

 [[ 32  34  49]
  [ 32  34  49]
  [ 31  33  48]
  ...
  [ 31  33  48]
  [ 29  31  46]
  [ 29  31  46]]

 ...

 [[ 64  36  33]
  [ 84  50  48]
  [ 93  53  53]
  ...
  [117  69  57]
  [ 99  50  46]
  [ 98  48  49]]

 [[ 65  37  36]
  [ 66  41  37]
  [ 75  41  40]
  ...
  [134  83  66]
  [131  73  59]
  [130  74  59]]

 [[ 63  37  36]
  [ 68  42  41]
  [ 72  40  41]
  ...
  [103  60  51]
  [123  80  71]
  [127  78  64]]]",kuchipudi
"[[[  2   2   2]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[121 106 103]
  [123 109 109]
  [136 121 124]
  ...
  [133 114 110]
  [117 103 102]
  [ 97  87  86]]

 [[101  86  83]
  [121 107 107]
  [150 135 138]
  ...
  [136 118 114]
  [118 107 105]
  [ 96  86  85]]

 [[ 95  81  78]
  [138 126 130]
  [149 136 143]
  ...
  [148 123 118]
  [121 103 101]
  [102  90  92]]]",sattriya
"[[[21 20 18]
  [21 19 22]
  [20 20 20]
  ...
  [20 20 20]
  [20 20 20]
  [20 20 20]]

 [[21 20 18]
  [21 19 22]
  [20 20 20]
  ...
  [20 20 20]
  [20 20 20]
  [20 20 20]]

 [[21 20 18]
  [21 19 22]
  [20 20 20]
  ...
  [20 20 20]
  [20 20 20]
  [20 20 20]]

 ...

 [[23 14 17]
  [23 14 17]
  [23 14 17]
  ...
  [23 14 17]
  [23 14 17]
  [23 14 17]]

 [[23 14 17]
  [23 14 17]
  [23 14 17]
  ...
  [23 14 17]
  [23 14 17]
  [23 14 17]]

 [[23 14 17]
  [23 14 17]
  [23 14 17]
  ...
  [23 14 17]
  [24 13 17]
  [23 14 17]]]",mohiniyattam
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",kathak
"[[[171 168 161]
  [170 168 155]
  [179 178 157]
  ...
  [  9   5  28]
  [  9   5  32]
  [ 10   6  33]]

 [[169 174 142]
  [142 149 105]
  [124 135  69]
  ...
  [  7   3  26]
  [  9   5  32]
  [ 10   6  33]]

 [[129 152  46]
  [128 150  49]
  [127 148  53]
  ...
  [  9   5  28]
  [  9   5  32]
  [  8   4  31]]

 ...

 [[119  43  17]
  [116  40  14]
  [113  36  10]
  ...
  [155  65  39]
  [157  68  38]
  [156  67  37]]

 [[175  76  44]
  [177  77  45]
  [179  79  47]
  ...
  [173  72  42]
  [175  74  46]
  [174  73  45]]

 [[195  94  64]
  [194  93  65]
  [193  91  66]
  ...
  [190  82  56]
  [191  83  57]
  [190  82  56]]]",mohiniyattam
"[[[ 9  9  9]
  [ 7 13 13]
  [ 8 12 13]
  ...
  [15 15 15]
  [15 15 15]
  [12 12 12]]

 [[11 11 11]
  [ 9 13 14]
  [12 12 14]
  ...
  [15 15 15]
  [15 15 15]
  [12 12 12]]

 [[10 12 11]
  [11 13 12]
  [11 13 12]
  ...
  [15 15 15]
  [14 14 14]
  [10 10 10]]

 ...

 [[ 7  7  9]
  [ 8  8 10]
  [ 8  8  8]
  ...
  [12 12 12]
  [12 12 12]
  [13 13 13]]

 [[ 8  8  8]
  [10 11 13]
  [ 9  9 11]
  ...
  [12 12 12]
  [14 12 13]
  [11  9 10]]

 [[14 13 18]
  [13 13 15]
  [11 11 13]
  ...
  [19 19 19]
  [16 14 15]
  [17 15 16]]]",sattriya
"[[[0 0 2]
  [0 0 2]
  [0 0 2]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]

 [[0 0 2]
  [0 0 2]
  [0 0 2]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]

 [[0 0 2]
  [0 0 2]
  [0 0 2]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]

 ...

 [[0 0 2]
  [0 0 2]
  [1 1 3]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]

 [[0 0 2]
  [0 0 2]
  [1 1 3]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]

 [[3 3 5]
  [0 0 2]
  [0 0 2]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]]",odissi
"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[129  84  45]
  [105  58  16]
  [134  90  41]
  ...
  [ 66  31   9]
  [ 85  54  26]
  [ 86  55  27]]

 [[119  80  47]
  [135  96  57]
  [127  81  45]
  ...
  [ 63  35  11]
  [ 65  33  12]
  [ 71  39  18]]

 [[135  93  53]
  [130  88  48]
  [114  68  32]
  ...
  [ 67  39  15]
  [ 61  33   9]
  [ 64  36  12]]]",kathak
"[[[ 48  54  52]
  [ 50  52  49]
  [ 49  51  50]
  ...
  [  7  11  12]
  [  9  10  12]
  [ 10  11  13]]

 [[ 14  20  18]
  [ 13  16  21]
  [ 10  15  18]
  ...
  [  8  12  13]
  [ 11  15  16]
  [  8  12  15]]

 [[ 16  23  29]
  [ 18  23  29]
  [ 15  20  26]
  ...
  [  9  11  10]
  [  8  12  13]
  [ 10  14  15]]

 ...

 [[126  84  36]
  [126  84  34]
  [126  83  38]
  ...
  [100  55  22]
  [ 99  60  21]
  [102  58  23]]

 [[130  86  41]
  [117  74  32]
  [119  76  33]
  ...
  [119  70  30]
  [117  69  31]
  [112  67  26]]

 [[129  87  37]
  [129  88  44]
  [136  94  44]
  ...
  [113  70  27]
  [108  64  25]
  [116  72  33]]]",kathak
"[[[17 10 17]
  [ 7  5 10]
  [ 0  3  8]
  ...
  [ 0  1  6]
  [ 0  1  6]
  [ 0  1  6]]

 [[11  9 12]
  [10  8 11]
  [ 7  5  8]
  ...
  [ 0  1  6]
  [ 0  1  6]
  [ 0  1  6]]

 [[14 14 16]
  [20 18 19]
  [19 15 16]
  ...
  [ 0  1  6]
  [ 0  1  6]
  [ 0  1  6]]

 ...

 [[ 4  5 10]
  [ 5  6 11]
  [ 4  5 10]
  ...
  [24 19 15]
  [24 19 15]
  [27 22 18]]

 [[ 3  4  9]
  [ 4  5 10]
  [ 3  4  9]
  ...
  [29 22 16]
  [29 22 16]
  [26 21 15]]

 [[ 4  3  9]
  [ 4  3  9]
  [ 3  2  8]
  ...
  [31 20 16]
  [33 24 19]
  [26 19 13]]]",kathakali
"[[[  2   2   2]
  [  0   0   0]
  [  0   2   1]
  ...
  [  1   1   1]
  [  4   4   6]
  [  1   1   3]]

 [[  0   0   0]
  [  0   0   0]
  [  0   1   0]
  ...
  [  1   1   1]
  [  0   0   2]
  [  0   0   2]]

 [[  2   0   1]
  [  0   0   0]
  [  2   0   3]
  ...
  [  2   2   4]
  [  1   1   3]
  [  0   0   2]]

 ...

 [[ 37  24  15]
  [ 47  28  21]
  [ 37  18  11]
  ...
  [182  45  13]
  [ 66   9   0]
  [ 38   8   6]]

 [[ 51  28  22]
  [ 43  24  18]
  [ 40  21  17]
  ...
  [241 141  89]
  [234 138  78]
  [ 42   6   8]]

 [[ 39  20  14]
  [ 35  16   9]
  [ 44  25  19]
  ...
  [186 125  94]
  [ 92  30  17]
  [ 39  16   2]]]",mohiniyattam
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 1  0  6]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 1  0  6]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 1  0  5]]

 ...

 [[67 21  8]
  [70 22 10]
  [73 24 10]
  ...
  [65 16  2]
  [61 13  1]
  [57  9  0]]

 [[68 22  9]
  [71 23 11]
  [74 25 11]
  ...
  [70 21  7]
  [67 17  6]
  [63 15  5]]

 [[72 22 11]
  [73 23 12]
  [75 26 12]
  ...
  [78 26 13]
  [73 23 12]
  [72 24 12]]]",mohiniyattam
"[[[  1   1   0]
  [  1   1   0]
  [  2   2   0]
  ...
  [  1   1   1]
  [  2   2   2]
  [  1   1   1]]

 [[  0   0   0]
  [  1   1   1]
  [  0   0   0]
  ...
  [  1   1   1]
  [  2   2   2]
  [  1   1   0]]

 [[  1   1   1]
  [  1   1   1]
  [  2   2   2]
  ...
  [  3   2   0]
  [  2   2   0]
  [  1   1   1]]

 ...

 [[105  56  39]
  [130  75  54]
  [131  81  58]
  ...
  [ 97  49  39]
  [ 96  52  41]
  [ 89  45  34]]

 [[ 75  46  42]
  [ 75  47  36]
  [ 66  38  26]
  ...
  [ 53  35  23]
  [ 54  31  25]
  [ 57  29  26]]

 [[ 55  35  34]
  [ 53  34  30]
  [ 56  32  30]
  ...
  [ 53  32  27]
  [ 50  32  22]
  [ 46  25  20]]]",sattriya
"[[[ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]
  ...
  [ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]]

 [[ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]
  ...
  [ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]]

 [[ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]
  ...
  [ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]]

 ...

 [[191 161  91]
  [194 164  94]
  [195 165  95]
  ...
  [223 205 169]
  [225 207 171]
  [224 206 170]]

 [[193 164 106]
  [191 162 104]
  [191 162 104]
  ...
  [228 207 176]
  [232 211 180]
  [235 214 183]]

 [[203 174 116]
  [201 172 114]
  [201 172 114]
  ...
  [222 201 170]
  [222 201 170]
  [215 194 163]]]",kathak
"[[[175 182 166]
  [176 183 167]
  [176 183 167]
  ...
  [187 192 170]
  [186 191 169]
  [183 188 166]]

 [[175 182 166]
  [176 183 167]
  [178 185 169]
  ...
  [191 196 174]
  [190 195 173]
  [187 192 170]]

 [[176 183 167]
  [177 184 168]
  [178 185 169]
  ...
  [193 198 176]
  [191 196 174]
  [189 194 172]]

 ...

 [[230 234 209]
  [233 237 212]
  [234 238 213]
  ...
  [244 246 222]
  [242 244 220]
  [242 244 220]]

 [[229 233 208]
  [232 236 211]
  [234 238 213]
  ...
  [244 246 222]
  [242 244 220]
  [242 244 220]]

 [[227 231 206]
  [230 234 209]
  [234 238 213]
  ...
  [244 246 222]
  [242 244 220]
  [242 244 220]]]",bharatanatyam
"[[[ 1  0  6]
  [ 1  0  6]
  [ 1  0  6]
  ...
  [ 2  1 15]
  [ 1  1 13]
  [ 1  1 11]]

 [[ 1  0  6]
  [ 1  0  6]
  [ 1  0  6]
  ...
  [ 2  1 15]
  [ 1  1 13]
  [ 1  1 11]]

 [[ 1  0  6]
  [ 1  0  6]
  [ 1  0  6]
  ...
  [ 2  1 15]
  [ 1  1 13]
  [ 1  1 11]]

 ...

 [[35 13 16]
  [39 14 18]
  [48 21 26]
  ...
  [55 34 49]
  [47 26 41]
  [41 20 35]]

 [[33 13 15]
  [36 14 17]
  [47 20 25]
  ...
  [51 33 47]
  [44 26 40]
  [38 20 34]]

 [[30 11 13]
  [32 12 14]
  [45 20 24]
  ...
  [46 30 43]
  [40 24 37]
  [34 18 31]]]",kathak
"[[[  5   5   5]
  [  6   6   6]
  [  6   6   6]
  ...
  [  6   6   6]
  [  7   6   4]
  [  8   4   1]]

 [[  4   4   4]
  [  4   4   4]
  [  5   5   5]
  ...
  [  5   5   5]
  [  6   5   3]
  [  8   4   1]]

 [[  4   4   4]
  [  4   4   4]
  [  5   5   5]
  ...
  [  5   5   5]
  [  6   5   3]
  [  8   4   1]]

 ...

 [[247 205 180]
  [248 206 184]
  [250 208 184]
  ...
  [223 163 126]
  [236 178 141]
  [239 187 148]]

 [[234 187 159]
  [255 212 181]
  [230 189 157]
  ...
  [242 189 158]
  [255 215 185]
  [251 207 180]]

 [[234 169 137]
  [224 159 119]
  [240 172 137]
  ...
  [242 188 144]
  [255 204 166]
  [255 206 176]]]",manipuri
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  4   0   0]
  [249 211  68]
  [252 227  83]
  ...
  [249   5  17]
  [250  32  33]
  [ 32   0   1]]

 [[250 190  57]
  [249 226  71]
  [255 227  81]
  ...
  [189   0   0]
  [200  64  38]
  [ 64   0   1]]

 [[251 219  76]
  [253 228  84]
  [255 141   6]
  ...
  [164  56  17]
  [203  95  57]
  [ 51   1   2]]]",kathakali
"[[[  1   0   5]
  [  1   0   5]
  [  1   0   5]
  ...
  [  1   0   6]
  [  1   0   6]
  [  1   0   6]]

 [[  1   0   5]
  [  1   0   5]
  [  0   0   4]
  ...
  [  1   0   6]
  [  1   0   6]
  [  1   0   6]]

 [[  1   0   6]
  [  1   0   6]
  [  1   0   6]
  ...
  [  1   0   5]
  [  2   1   6]
  [  1   0   5]]

 ...

 [[ 20  14  16]
  [ 18  12  14]
  [ 17  11  13]
  ...
  [ 13   8  14]
  [ 15  10  16]
  [ 14   9  15]]

 [[ 14  10  11]
  [ 18  14  15]
  [ 11   7   8]
  ...
  [ 13   8  14]
  [ 11   6  12]
  [ 13   8  14]]

 [[233 243 244]
  [245 237 234]
  [245 236 237]
  ...
  [ 11   6  13]
  [ 11   6  13]
  [ 10   5  12]]]",sattriya
"[[[255 253 255]
  [246 255 255]
  [255 251 255]
  ...
  [255 246 255]
  [250 255 252]
  [255 254 253]]

 [[249 238 244]
  [251 252 246]
  [229 255 255]
  ...
  [239 255 248]
  [248 255 238]
  [251 255 253]]

 [[218 240 227]
  [199  36  37]
  [206  31  38]
  ...
  [176  39  65]
  [169  45  55]
  [255 254 252]]

 ...

 [[228 245 203]
  [239  61  35]
  [176  55  60]
  ...
  [165  67  58]
  [177  41  53]
  [255 253 255]]

 [[237 255 253]
  [191 147 148]
  [178 152 137]
  ...
  [177 141 129]
  [189 166 160]
  [245 255 253]]

 [[255 238 255]
  [254 252 255]
  [247 255 255]
  ...
  [255 248 255]
  [255 245 251]
  [255 255 253]]]",manipuri
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 64  53  85]
  [ 56  44  82]
  [ 54  43  86]
  ...
  [ 32  32  96]
  [ 31  32  96]
  [ 39  34 100]]

 [[ 57  39  63]
  [ 60  44  71]
  [ 54  38  75]
  ...
  [ 29  29  83]
  [ 25  25  77]
  [ 24  24  76]]

 [[ 34  19  42]
  [ 35  22  50]
  [ 34  20  55]
  ...
  [ 17  20  61]
  [ 19  22  63]
  [ 19  21  62]]]",kuchipudi
"[[[ 49  46  53]
  [ 44  48  57]
  [ 50  50  60]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 48  59  51]
  [ 71  90  84]
  [ 55  70  67]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 37  38  42]
  [ 40  49  46]
  [ 57  59  58]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[252 240 226]
  [247 235 221]
  [247 235 221]
  ...
  [238 225 209]
  [240 227 211]
  [255 241 226]]

 [[247 234 225]
  [242 230 218]
  [246 234 222]
  ...
  [235 220 199]
  [240 223 203]
  [250 232 212]]

 [[240 233 227]
  [241 234 226]
  [242 235 227]
  ...
  [231 218 201]
  [235 222 205]
  [249 234 215]]]",manipuri
"[[[1 1 3]
  [1 1 3]
  [1 1 3]
  ...
  [2 1 7]
  [2 1 7]
  [1 1 3]]

 [[1 1 3]
  [1 1 3]
  [1 1 3]
  ...
  [2 1 7]
  [2 1 7]
  [1 1 3]]

 [[1 1 3]
  [1 1 3]
  [1 1 3]
  ...
  [2 1 7]
  [2 1 7]
  [1 0 5]]

 ...

 [[0 0 2]
  [0 0 2]
  [1 1 3]
  ...
  [2 1 7]
  [2 1 7]
  [2 1 7]]

 [[0 0 2]
  [0 0 2]
  [1 1 3]
  ...
  [2 1 7]
  [2 1 7]
  [2 1 7]]

 [[2 1 6]
  [0 0 0]
  [0 0 0]
  ...
  [2 1 7]
  [2 1 7]
  [2 1 7]]]",kathak
"[[[248 248 246]
  [248 248 246]
  [248 248 246]
  ...
  [249 250 252]
  [249 250 252]
  [249 250 252]]

 [[248 248 246]
  [248 248 246]
  [248 248 246]
  ...
  [249 250 252]
  [249 250 252]
  [249 250 252]]

 [[247 247 245]
  [247 247 245]
  [247 247 245]
  ...
  [249 250 252]
  [249 250 252]
  [249 250 252]]

 ...

 [[243 243 251]
  [243 243 251]
  [244 244 252]
  ...
  [241 244 251]
  [241 244 251]
  [241 244 253]]

 [[243 244 249]
  [243 244 249]
  [244 245 250]
  ...
  [241 244 251]
  [241 244 251]
  [241 244 253]]

 [[243 244 249]
  [243 244 249]
  [244 245 250]
  ...
  [241 244 251]
  [241 244 251]
  [241 244 253]]]",bharatanatyam
"[[[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[14 16 11]
  [14 16 11]
  [14 16 11]
  ...
  [16 16  8]
  [16 16  8]
  [15 16  8]]

 [[20 20 12]
  [22 22 14]
  [23 23 15]
  ...
  [23 23 15]
  [23 23 15]
  [20 20 12]]

 [[23 23 15]
  [24 24 16]
  [23 23 15]
  ...
  [23 23 15]
  [23 23 15]
  [21 21 13]]]",kathak
"[[[255 251 251]
  [249 254 255]
  [255 252 255]
  ...
  [255 245 255]
  [249 255 253]
  [255 254 252]]

 [[238 242 243]
  [249 255 248]
  [233 255 255]
  ...
  [239 255 255]
  [249 255 242]
  [249 255 243]]

 [[224 231 224]
  [194  25  30]
  [206  35  44]
  ...
  [179  44  58]
  [172  48  58]
  [255 252 255]]

 ...

 [[225 243 227]
  [209  39  50]
  [171  58  40]
  ...
  [151  62  48]
  [186  43  61]
  [255 252 255]]

 [[228 255 246]
  [178 149 143]
  [176 153 135]
  ...
  [178 142 130]
  [190 167 161]
  [245 255 253]]

 [[255 233 255]
  [255 254 255]
  [255 253 255]
  ...
  [255 248 255]
  [255 246 252]
  [254 254 252]]]",kuchipudi
"[[[  2   2   4]
  [  3   3   5]
  [  3   3   5]
  ...
  [  3   3   5]
  [  3   3   5]
  [  3   3   5]]

 [[  3   3   5]
  [  2   2   4]
  [  3   3   5]
  ...
  [  2   2   4]
  [  3   3   5]
  [  3   3   5]]

 [[  3   3   5]
  [  1   1   3]
  [  3   3   5]
  ...
  [  2   2   4]
  [  3   3   5]
  [  2   2   4]]

 ...

 [[188 184 183]
  [192 188 185]
  [195 187 184]
  ...
  [195 184 180]
  [ 40  29  25]
  [ 18  22  21]]

 [[192 183 178]
  [196 187 178]
  [198 188 186]
  ...
  [188 189 184]
  [185 170 165]
  [199 190 181]]

 [[198 191 185]
  [194 186 183]
  [193 188 185]
  ...
  [195 190 187]
  [206 203 198]
  [199 188 184]]]",kathakali
"[[[ 26  20   8]
  [ 26  20   8]
  [ 26  20   8]
  ...
  [216 168 146]
  [146  37  14]
  [255 213 159]]

 [[ 26  20   8]
  [ 26  20   8]
  [ 26  20   8]
  ...
  [ 36  20   0]
  [198 141 121]
  [142  67  36]]

 [[ 24  18   6]
  [ 24  18   6]
  [ 24  18   6]
  ...
  [154 225 167]
  [223 183 147]
  [183  43  20]]

 ...

 [[183  72  52]
  [ 86  49   5]
  [ 39   5   0]
  ...
  [ 81   0   0]
  [170  30  15]
  [218  42  19]]

 [[180  85  41]
  [167  66  10]
  [170  62  50]
  ...
  [ 77   4   0]
  [160  30  32]
  [182  18  16]]

 [[111  29   8]
  [116  41   1]
  [113  39   0]
  ...
  [ 98  13  18]
  [ 88   3   6]
  [113   0   0]]]",kathakali
"[[[  3   3   1]
  [  3   3   1]
  [  3   3   1]
  ...
  [  1   1   1]
  [  6   5   3]
  [  6   5   3]]

 [[  3   3   1]
  [  3   3   1]
  [  3   3   1]
  ...
  [  1   1   1]
  [  6   5   3]
  [  6   5   3]]

 [[  3   3   1]
  [  3   3   1]
  [  3   3   1]
  ...
  [  1   1   1]
  [  6   5   3]
  [  6   5   3]]

 ...

 [[165  76  34]
  [171  82  40]
  [155  66  24]
  ...
  [157  80  38]
  [122  44   6]
  [135  57  21]]

 [[196  98  51]
  [203 105  58]
  [203 105  58]
  ...
  [147  72  17]
  [158  79  40]
  [162  82  45]]

 [[168  70  23]
  [187  80  36]
  [184  92  45]
  ...
  [185  98   0]
  [191  86  39]
  [157  60  18]]]",odissi
"[[[  6   1   7]
  [  8   3   0]
  [ 10   2   0]
  ...
  [ 82  51  48]
  [ 84  55  51]
  [ 87  58  54]]

 [[ 18   3   6]
  [ 18   7   1]
  [ 17   7   5]
  ...
  [ 84  45  40]
  [ 80  41  36]
  [ 94  55  50]]

 [[ 46  17  13]
  [ 44  26  16]
  [ 16   2   0]
  ...
  [ 89  51  40]
  [ 95  55  45]
  [104  61  52]]

 ...

 [[ 54  31  25]
  [ 58  35  29]
  [ 60  37  31]
  ...
  [ 56  31  26]
  [ 54  29  24]
  [ 52  27  22]]

 [[ 82  52  42]
  [ 86  56  46]
  [ 87  57  47]
  ...
  [ 69  40  32]
  [ 66  37  29]
  [ 64  35  27]]

 [[ 96  58  47]
  [ 95  57  46]
  [ 94  56  45]
  ...
  [ 71  41  31]
  [ 68  38  28]
  [ 66  36  26]]]",kuchipudi
